UID,V1,V2,COMMENTS
YFEF,chlempe,,
YFQM,chlemme,,
YFTY,chlempe,,
YGDB,zwiirg(g)e,,
YGDZ,chlimse,,
YGIV,chlü(ü)be,,
YGXH,chlempe,,
YGYR,chlimse,,
YHSV,chlemme,,
YIIZ,chlemme,,
YIKI,chlü(ü)be,,
YIRI,SDATS_zwicke/zwigge,,zwicke
YJHC,SDATS_zwicke/zwigge,,zwicke
YJSI,chlemme,,
YKFP,chlempe,,
YLOG,pitzge,,
YLYK,chlü(ü)be,,
YMLU,chlü(ü)be,,
YMTU,chlü(ü)be,,
YNDU,chlü(ü)be,,
YOFQ,chlemme,,
YOGB,chlü(ü)be,,
YPDC,chlü(ü)be,,
YPWC,zwänggu/-e_zwenggu/-e,,
YQIB,chlemme,,
YRCD,chnüüble,,
YRWJ,SDATS_zwicke/zwigge,,zwicke
YRYC,chlü(ü)be,,
YUAF,chlemme,,
YVTX,chlemme,,
YXMA,chlemme,,
YXRN,chlü(ü)be,,
YYYI,chlü(ü)be,,
YZVT,chlü(ü)be,,
YZZH,chlemme,,
ZAAX,chlemme,,
ZAHZ,chlü(ü)be,,
ZBAS,chnüüble,,
ZCEZ,chlömme,,
ZCNV,chnüüble,chlemme,
ZCOU,chlemme,,
ZDGL,chlömme,,
ZEWN,zwänggu/-e_zwenggu/-e,,
ZFDB,chlemme,,
ZFMD,chlömme,,
ZFOJ,chnüüble,,
ZFWF,chlemme,,
ZGBL,chlemme,,
ZGNM,zwänggu/-e_zwenggu/-e,,
ZGQY,chlü(ü)be,,
ZGYT,chlemme,,
ZHCJ,chlemme,,
ZHRR,chlü(ü)be,,
ZIOD,SDATS_kneife,,
ZISL,chlömme,,
ZJFT,chlemme,,
ZJOB,SDATS_zwicke/zwigge,,zwicke
ZKCK,chlü(ü)be,,
ZKMF,chlemme,,
ZKZN,chlü(ü)be,,
ZLFM,chlemme,,
ZLKX,chlemme,,
ZLZD,chnüüble,,
ZMCX,zwänggu/-e_zwenggu/-e,,
ZOLO,chlemme,,
ZPCZ,chlemme,,
ZPGU,chlimse,,
ZPMN,chlü(ü)be,,
ZPWK,chlü(ü)be,,
ZPWZ,chlü(ü)be,,
ZQMH,chnüüble,,
ZQTC,chlemme,,
ZRRB,chnüüble,,
ZRWA,chlempe,,
ZSMF,chlemme,,
ZTBJ,chlemme,,
ZTLY,chlemme,,
ZUYN,chlü(ü)be,,
ZVDJ,zwänggu/-e_zwenggu/-e,,
ZVMY,chlemme,,
ZVYB,chlü(ü)be,,
ZWLT,SDATS_kneife,,knife
ZXKI,chlü(ü)be,,
ZYHQ,pfätze,,
ZYKF,zwänggu/-e_zwenggu/-e,,
ZZSM,chlü(ü)be,,
